                  上证50 (000016) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2018/03/09	 2907.04	 2916.55	 2891.87	 2908.20	       31504490	    2888.21	    2897.61	    2923.96	    2962.81	    2873.88	    2673.61	           	           	           	           	           	       0.00	31504490.00	35189180.00	37326892.00	     -34.63	     -34.24	      -0.78	
 2018/03/12	 2922.62	 2927.51	 2897.24	 2909.58	       44985076	    2897.33	    2891.19	    2910.37	    2963.55	    2875.73	    2675.86	           	           	           	           	           	       0.00	44985076.00	38192768.00	36803996.00	     -31.79	     -33.75	       3.92	
 2018/03/13	 2909.25	 2921.31	 2878.20	 2883.38	       40607604	    2895.51	    2886.82	    2898.67	    2963.29	    2877.47	    2678.00	           	           	           	           	           	       0.00	40607604.00	36795572.00	36244612.00	     -31.29	     -33.26	       3.94	
 2018/03/14	 2871.72	 2879.54	 2860.97	 2871.33	       30886300	    2894.15	    2886.08	    2890.75	    2963.64	    2878.96	    2680.06	           	           	           	           	           	       0.00	30886300.00	35389300.00	35457428.00	     -31.50	     -32.90	       2.81	
 2018/03/15	 2860.41	 2895.61	 2860.41	 2894.98	       26260076	    2893.49	    2886.45	    2888.21	    2964.01	    2880.69	    2682.20	           	           	           	           	           	       0.00	26260076.00	34848708.00	34854948.00	     -29.42	     -32.21	       5.57	
 2018/03/16	 2895.51	 2911.19	 2869.97	 2870.73	       27192100	    2886.00	    2887.11	    2891.24	    2964.35	    2882.34	    2684.30	           	           	           	           	           	       0.00	27192100.00	33986232.00	34587708.00	     -29.39	     -31.64	       4.51	
 2018/03/19	 2870.37	 2898.23	 2856.17	 2897.26	       26042930	    2883.54	    2890.43	    2895.85	    2965.64	    2884.25	    2686.53	           	           	           	           	           	       0.00	26042930.00	30197802.00	34195284.00	     -26.92	     -30.70	       7.56	
 2018/03/20	 2878.95	 2907.52	 2877.10	 2904.40	       27129404	    2887.74	    2891.63	    2898.43	    2966.89	    2886.16	    2688.73	           	           	           	           	           	       0.00	27129404.00	27502162.00	32148868.00	     -24.10	     -29.38	      10.55	
 2018/03/21	 2929.00	 2932.22	 2879.53	 2894.18	       33388762	    2892.31	    2893.23	    2899.55	    2967.24	    2888.03	    2690.89	           	           	           	           	           	       0.00	33388762.00	28002654.00	31695978.00	     -22.44	     -27.99	      11.11	
 2018/03/22	 2894.13	 2902.77	 2851.29	 2866.67	       30505808	    2886.65	    2890.07	    2896.29	    2967.03	    2889.73	    2692.92	           	           	           	           	           	       0.00	30505808.00	28851800.00	31850256.00	     -23.07	     -27.01	       7.87	
 2018/03/23	 2786.53	 2800.25	 2754.66	 2791.47	       62623252	    2870.80	    2878.40	    2888.00	    2965.30	    2890.69	    2694.61	           	           	           	           	           	       0.00	62623252.00	35938032.00	34962132.00	     -29.31	     -27.47	      -3.68	
 2018/03/26	 2767.36	 2773.54	 2709.57	 2738.87	       42742208	    2839.12	    2861.33	    2876.26	    2962.93	    2891.19	    2696.18	           	           	           	           	           	       0.00	42742208.00	39277888.00	34737844.00	     -38.05	     -29.58	     -16.93	
 2018/03/27	 2775.63	 2780.84	 2726.36	 2747.59	       39211664	    2807.76	    2847.75	    2867.28	    2960.72	    2891.75	    2697.77	           	           	           	           	           	       0.00	39211664.00	41694340.00	34598252.00	     -43.77	     -32.42	     -22.70	
 2018/03/28	 2714.87	 2746.88	 2687.96	 2694.83	       34583488	    2767.89	    2830.10	    2858.09	    2957.40	    2891.88	    2699.12	           	           	           	           	           	       0.00	34583488.00	41933284.00	34967968.00	     -51.97	     -36.33	     -31.27	
 2018/03/29	 2699.14	 2757.78	 2657.49	 2738.79	       42353920	    2742.31	    2814.48	    2850.47	    2955.72	    2892.52	    2700.72	           	           	           	           	           	       0.00	42353920.00	44302908.00	36577352.00	     -54.29	     -39.92	     -28.73	
 2018/03/30	 2735.62	 2740.82	 2714.77	 2722.15	       31681918	    2728.45	    2799.62	    2843.36	    2953.43	    2893.03	    2702.22	           	           	           	           	           	       0.00	31681918.00	38114640.00	37026336.00	     -56.81	     -43.30	     -27.03	
 2018/04/02	 2717.12	 2754.65	 2707.63	 2711.37	       34698720	    2722.95	    2781.03	    2835.73	    2950.95	    2893.36	    2703.61	           	           	           	           	           	       0.00	34698720.00	36505944.00	37891916.00	     -59.01	     -46.44	     -25.13	
 2018/04/03	 2690.63	 2709.91	 2683.05	 2697.27	       28628162	    2712.88	    2760.32	    2825.97	    2947.43	    2893.40	    2704.94	           	           	           	           	           	       0.00	28628162.00	34389240.00	38041792.00	     -61.18	     -49.39	     -23.57	
 2018/04/04	 2706.42	 2730.25	 2698.89	 2702.37	       26732258	    2714.39	    2741.14	    2817.18	    2943.91	    2893.46	    2706.32	           	           	           	           	           	       0.00	26732258.00	32818996.00	37376140.00	     -61.77	     -51.86	     -19.81	
 2018/04/09	 2706.33	 2721.59	 2688.83	 2715.73	       26293548	    2709.78	    2726.04	    2808.06	    2940.52	    2893.53	    2707.77	           	           	           	           	           	       0.00	26293548.00	29606922.00	36954912.00	     -60.47	     -53.59	     -13.77	
 2018/04/10	 2719.52	 2781.27	 2710.87	 2780.80	       38082536	    2721.51	    2724.98	    2801.69	    2937.99	    2894.05	    2709.51	           	           	           	           	           	       0.00	38082536.00	30887044.00	34500844.00	     -53.57	     -53.58	       0.03	
 2018/04/11	 2782.67	 2803.88	 2767.38	 2785.34	       38988812	    2736.30	    2729.62	    2795.48	    2935.28	    2894.65	    2711.21	           	           	           	           	           	       0.00	38988812.00	31745064.00	34125504.00	     -47.19	     -52.30	      10.23	
 2018/04/12	 2785.12	 2785.31	 2747.77	 2749.70	       26112148	    2746.79	    2729.83	    2788.79	    2931.62	    2894.84	    2712.67	           	           	           	           	           	       0.00	26112148.00	31241860.00	32815552.00	     -44.50	     -50.74	      12.49	
 2018/04/13	 2765.67	 2771.03	 2724.17	 2726.40	       21750014	    2751.59	    2732.99	    2781.54	    2927.14	    2894.86	    2714.02	           	           	           	           	           	       0.00	21750014.00	30245412.00	31532204.00	     -43.74	     -49.34	      11.21	
 2018/04/16	 2716.58	 2723.58	 2656.52	 2664.70	       36748756	    2741.39	    2725.58	    2770.03	    2921.60	    2894.13	    2715.12	           	           	           	           	           	       0.00	36748756.00	32336454.00	30971688.00	     -47.57	     -48.99	       2.84	
 2018/04/17	 2669.26	 2683.50	 2633.59	 2635.70	       27139752	    2712.37	    2716.94	    2758.28	    2915.22	    2893.12	    2716.15	           	           	           	           	           	       0.00	27139752.00	30147896.00	30517470.00	     -52.34	     -49.66	      -5.37	
 2018/04/18	 2666.62	 2668.79	 2623.97	 2653.77	       31549904	    2686.05	    2711.18	    2746.10	    2908.63	    2892.42	    2717.24	           	           	           	           	           	       0.00	31549904.00	28660114.00	30202588.00	     -54.04	     -50.53	      -7.01	
 2018/04/19	 2661.30	 2693.14	 2656.15	 2682.55	       26025676	    2672.62	    2709.71	    2735.01	    2902.28	    2891.99	    2718.45	           	           	           	           	           	       0.00	26025676.00	28642820.00	29942340.00	     -52.46	     -50.92	      -3.08	
 2018/04/20	 2672.36	 2677.92	 2632.75	 2647.38	       28139648	    2656.82	    2704.21	    2722.67	    2895.13	    2891.11	    2719.57	           	           	           	           	           	       0.00	28139648.00	29920748.00	30083080.00	     -53.43	     -51.42	      -4.02	
 2018/04/23	 2637.07	 2671.01	 2636.68	 2664.92	       25321252	    2656.86	    2699.13	    2712.58	    2887.77	    2890.38	    2720.81	           	           	           	           	           	       0.00	25321252.00	27635246.00	29985850.00	     -52.18	     -51.57	      -1.22	
 2018/04/24	 2669.61	 2737.21	 2669.61	 2722.85	       39445288	    2674.29	    2693.33	    2709.15	    2881.19	    2889.98	    2722.27	           	           	           	           	           	       0.00	39445288.00	30096354.00	30122124.00	     -45.99	     -50.46	       8.93	
 2018/04/25	 2707.71	 2717.31	 2696.22	 2702.98	       23501292	    2684.14	    2685.09	    2707.36	    2874.06	    2889.05	    2723.73	           	           	           	           	           	       0.00	23501292.00	28486632.00	28573372.00	     -42.20	     -48.81	      13.21	
 2018/04/26	 2712.52	 2717.57	 2652.42	 2666.02	       23533136	    2680.83	    2676.73	    2703.28	    2865.56	    2887.86	    2725.09	           	           	           	           	           	       0.00	23533136.00	27988124.00	28315472.00	     -41.70	     -47.38	      11.38	
 2018/04/27	 2672.64	 2675.10	 2613.53	 2653.54	       28375248	    2682.06	    2669.44	    2701.22	    2856.78	    2886.69	    2726.36	           	           	           	           	           	       0.00	28375248.00	28035244.00	28977996.00	     -41.82	     -46.27	       8.90	
 2018/05/02	 2662.08	 2667.96	 2637.06	 2652.73	       26659402	    2679.62	    2668.24	    2696.91	    2848.36	    2885.55	    2727.59	           	           	           	           	           	       0.00	26659402.00	28302874.00	27969060.00	     -41.51	     -45.32	       7.62	
 2018/05/03	 2643.97	 2671.25	 2626.54	 2663.98	       26222350	    2667.85	    2671.07	    2694.00	    2839.88	    2884.47	    2728.87	           	           	           	           	           	       0.00	26222350.00	25658286.00	27877320.00	     -39.89	     -44.23	       8.68	
 2018/05/04	 2659.27	 2669.70	 2643.26	 2646.35	       20761664	    2656.52	    2670.33	    2690.75	    2831.98	    2883.18	    2730.08	           	           	           	           	           	       0.00	20761664.00	25110360.00	26798496.00	     -39.58	     -43.30	       7.45	
 2018/05/07	 2649.10	 2686.22	 2638.17	 2683.85	       26608010	    2660.09	    2670.46	    2690.08	    2825.39	    2882.28	    2731.44	           	           	           	           	           	       0.00	26608010.00	25725334.00	26856728.00	     -35.89	     -41.82	      11.86	
 2018/05/08	 2683.84	 2736.76	 2682.79	 2722.88	       31644364	    2673.96	    2678.01	    2691.11	    2818.82	    2881.45	    2732.92	           	           	           	           	           	       0.00	31644364.00	26379158.00	27207200.00	     -29.48	     -39.35	      19.75	
 2018/05/09	 2723.09	 2725.20	 2706.48	 2717.24	       20264916	    2686.86	    2683.24	    2691.18	    2811.76	    2880.60	    2734.40	           	           	           	           	           	       0.00	20264916.00	25100260.00	26701568.00	     -24.57	     -36.40	      23.65	
 2018/05/10	 2727.52	 2738.63	 2712.47	 2729.40	       19609176	    2699.94	    2683.90	    2688.61	    2804.75	    2879.74	    2735.97	           	           	           	           	           	       0.00	19609176.00	23777626.00	24717956.00	     -19.47	     -33.01	      27.08	
 2018/05/11	 2737.23	 2738.65	 2720.55	 2724.72	       23488884	    2715.62	    2686.07	    2685.58	    2797.14	    2878.59	    2737.55	           	           	           	           	           	       0.00	23488884.00	24323070.00	24716716.00	     -15.63	     -29.53	      27.81	
 2018/05/14	 2736.98	 2761.50	 2736.04	 2753.54	       27061500	    2729.56	    2694.82	    2685.77	    2791.08	    2877.59	    2739.27	           	           	           	           	           	       0.00	27061500.00	24413768.00	25069552.00	     -10.14	     -25.66	      31.03	
 2018/05/15	 2760.20	 2760.57	 2731.57	 2750.83	       22526422	    2735.15	    2704.55	    2687.00	    2786.43	    2876.67	    2740.99	           	           	           	           	           	       0.00	22526422.00	22590180.00	24484668.00	      -5.94	     -21.71	      31.54	
 2018/05/16	 2739.89	 2744.62	 2714.26	 2716.78	       21808680	    2735.05	    2710.96	    2689.60	    2782.61	    2875.56	    2742.55	           	           	           	           	           	       0.00	21808680.00	22898932.00	23999596.00	      -5.30	     -18.43	      26.26	
 2018/05/17	 2720.77	 2724.39	 2698.17	 2700.88	       16746907	    2729.35	    2714.65	    2692.86	    2780.79	    2874.07	    2744.09	           	           	           	           	           	       0.00	16746907.00	22326478.00	23052052.00	      -6.01	     -15.95	      19.88	
 2018/05/18	 2697.72	 2741.01	 2690.99	 2740.53	       22927268	    2732.51	    2724.06	    2697.20	    2779.72	    2872.42	    2745.75	           	           	           	           	           	       0.00	22927268.00	22214156.00	23268612.00	      -3.33	     -13.42	      20.19	
 2018/05/21	 2753.88	 2761.72	 2739.68	 2745.80	       27766582	    2730.96	    2730.26	    2700.36	    2777.93	    2870.79	    2747.38	           	           	           	           	           	       0.00	27766582.00	22355172.00	23384470.00	      -0.77	     -10.89	      20.24	
 2018/05/22	 2744.32	 2744.32	 2711.06	 2728.00	       23340296	    2726.40	    2730.77	    2704.39	    2775.54	    2868.63	    2748.79	           	           	           	           	           	       0.00	23340296.00	22517946.00	22554064.00	      -0.18	      -8.75	      17.14	
 2018/05/23	 2721.02	 2721.02	 2683.59	 2683.69	       25426594	    2719.78	    2727.42	    2705.33	    2771.40	    2865.89	    2749.99	           	           	           	           	           	       0.00	25426594.00	23241530.00	23070230.00	      -3.25	      -7.65	       8.80	
 2018/05/24	 2684.13	 2691.03	 2664.12	 2665.68	       19732688	    2712.74	    2721.04	    2702.47	    2766.54	    2863.60	    2751.13	           	           	           	           	           	       0.00	19732688.00	23838686.00	23082582.00	      -7.05	      -7.53	       0.96	
 2018/05/25	 2663.32	 2679.85	 2650.34	 2661.29	       19942204	    2696.89	    2714.70	    2700.39	    2761.33	    2861.30	    2752.32	           	           	           	           	           	       0.00	19942204.00	23241672.00	22727914.00	     -10.30	      -8.09	      -4.44	
 2018/05/28	 2661.21	 2682.78	 2650.40	 2673.20	       18533040	    2682.37	    2706.67	    2700.75	    2757.10	    2859.27	    2753.60	           	           	           	           	           	       0.00	18533040.00	21394964.00	21875068.00	     -11.78	      -8.83	      -5.92	
 2018/05/29	 2666.83	 2676.68	 2642.87	 2663.40	       26895624	    2669.45	    2697.93	    2701.24	    2753.52	    2857.32	    2754.80	           	           	           	           	           	       0.00	26895624.00	22106030.00	22311988.00	     -13.59	      -9.78	      -7.62	
 2018/05/30	 2632.71	 2637.19	 2604.91	 2605.90	       24208986	    2653.89	    2686.84	    2698.90	    2748.76	    2854.93	    2755.70	           	           	           	           	           	       0.00	24208986.00	21862508.00	22552018.00	     -19.44	     -11.71	     -15.45	
 2018/05/31	 2626.94	 2661.66	 2624.67	 2658.29	       26506810	    2652.42	    2682.58	    2698.61	    2745.33	    2853.22	    2756.69	           	           	           	           	           	       0.00	26506810.00	23217332.00	23528010.00	     -19.62	     -13.29	     -12.65	
 2018/06/01	 2652.25	 2664.31	 2637.37	 2647.19	       20387624	    2649.60	    2673.24	    2698.65	    2741.71	    2851.59	    2757.65	           	           	           	           	           	       0.00	20387624.00	23306416.00	23274044.00	     -20.42	     -14.72	     -11.41	
 2018/06/04	 2664.85	 2697.75	 2658.57	 2694.58	       22546288	    2653.87	    2668.12	    2699.19	    2738.42	    2850.20	    2758.53	           	           	           	           	           	       0.00	22546288.00	24109066.00	22752016.00	     -17.04	     -15.18	      -3.71	
 2018/06/05	 2697.69	 2712.12	 2680.24	 2707.02	       22214404	    2662.60	    2666.02	    2698.40	    2735.56	    2848.51	    2759.47	           	           	           	           	           	       0.00	22214404.00	23172822.00	22639426.00	     -13.20	     -14.78	       3.17	
 2018/06/06	 2702.71	 2703.41	 2688.33	 2692.18	       20523118	    2679.85	    2666.87	    2697.15	    2732.13	    2846.98	    2760.32	           	           	           	           	           	       0.00	20523118.00	22435648.00	22149078.00	     -11.22	     -14.07	       5.69	
 2018/06/07	 2697.51	 2717.06	 2693.10	 2695.24	       23511030	    2687.24	    2669.83	    2695.44	    2728.58	    2845.70	    2761.12	           	           	           	           	           	       0.00	23511030.00	21836492.00	22526912.00	      -9.31	     -13.12	       7.62	
 2018/06/08	 2686.09	 2686.15	 2637.36	 2652.08	       26031212	    2688.22	    2668.91	    2691.80	    2724.29	    2843.92	    2761.83	           	           	           	           	           	       0.00	26031212.00	22965210.00	23135814.00	     -11.14	     -12.72	       3.16	
 2018/06/11	 2644.43	 2665.93	 2633.08	 2660.41	       19775018	    2681.39	    2667.63	    2687.15	    2720.57	    2841.93	    2762.67	           	           	           	           	           	       0.00	19775018.00	22410956.00	23260012.00	     -11.79	     -12.54	       1.50	
 2018/06/12	 2662.39	 2691.97	 2650.97	 2687.70	       19643008	    2677.52	    2670.06	    2683.99	    2717.51	    2840.57	    2763.55	           	           	           	           	           	       0.00	19643008.00	21896678.00	22534750.00	      -9.98	     -12.03	       4.09	
 2018/06/13	 2681.31	 2686.07	 2662.75	 2671.63	       19387164	    2673.41	    2676.63	    2681.73	    2713.79	    2838.90	    2764.30	           	           	           	           	           	       0.00	19387164.00	21669486.00	22052568.00	      -9.73	     -11.57	       3.66	
 2018/06/14	 2662.23	 2691.05	 2659.57	 2671.30	       21356956	    2668.62	    2677.93	    2680.26	    2710.46	    2837.41	    2764.96	           	           	           	           	           	       0.00	21356956.00	21238672.00	21537582.00	      -9.46	     -11.15	       3.38	
 2018/06/15	 2657.59	 2677.31	 2657.51	 2667.98	       25618388	    2671.80	    2680.01	    2676.63	    2706.64	    2836.14	    2765.56	           	           	           	           	           	       0.00	25618388.00	21156106.00	22060658.00	      -9.40	     -10.80	       2.80	
 2018/06/19	 2638.40	 2646.64	 2571.69	 2599.78	       57574356	    2659.68	    2670.53	    2669.33	    2701.57	    2834.23	    2765.87	           	           	           	           	           	       0.00	57574356.00	28715974.00	25563466.00	     -14.68	     -11.57	      -6.22	
 2018/06/20	 2588.12	 2607.47	 2567.50	 2598.33	       23830856	    2641.80	    2659.66	    2662.84	    2696.64	    2831.94	    2766.20	           	           	           	           	           	       0.00	23830856.00	29553544.00	25725110.00	     -18.77	     -13.01	     -11.52	
 2018/06/21	 2597.30	 2628.04	 2575.17	 2579.05	       24632386	    2623.29	    2648.35	    2657.61	    2691.84	    2829.43	    2766.61	           	           	           	           	           	       0.00	24632386.00	30602588.00	26136038.00	     -23.30	     -15.07	     -16.46	
 2018/06/22	 2564.87	 2586.33	 2553.30	 2583.71	       19658834	    2605.77	    2637.20	    2653.51	    2688.38	    2826.84	    2767.10	           	           	           	           	           	       0.00	19658834.00	30262964.00	25750818.00	     -26.21	     -17.30	     -17.83	
 2018/06/25	 2593.62	 2595.99	 2535.12	 2536.46	       23443084	    2579.47	    2625.64	    2647.27	    2685.01	    2823.97	    2767.43	           	           	           	           	           	       0.00	23443084.00	29827904.00	25492004.00	     -31.96	     -20.23	     -23.46	
 2018/06/26	 2516.08	 2519.16	 2470.15	 2506.72	       26450100	    2560.85	    2610.27	    2638.95	    2680.99	    2820.86	    2767.52	           	           	           	           	           	       0.00	26450100.00	23603052.00	26159514.00	     -38.48	     -23.88	     -29.19	
 2018/06/27	 2500.07	 2512.59	 2438.04	 2452.64	       27426920	    2531.72	    2586.76	    2628.41	    2676.95	    2817.18	    2767.44	           	           	           	           	           	       0.00	27426920.00	24322264.00	26937904.00	     -47.46	     -28.60	     -37.72	
 2018/06/28	 2431.86	 2461.17	 2418.30	 2425.18	       22856048	    2500.94	    2562.11	    2619.37	    2671.73	    2813.72	    2767.15	           	           	           	           	           	       0.00	22856048.00	23966998.00	27284792.00	     -56.14	     -34.10	     -44.07	
 2018/06/29	 2431.81	 2481.32	 2429.59	 2479.91	       20762652	    2480.18	    2542.98	    2610.45	    2667.69	    2810.56	    2767.00	           	           	           	           	           	       0.00	20762652.00	24187760.00	27225362.00	     -57.94	     -38.87	     -38.14	
 2018/07/02	 2473.31	 2473.73	 2370.40	 2386.38	       26108152	    2450.17	    2514.82	    2597.41	    2662.27	    2806.61	    2766.43	           	           	           	           	           	       0.00	26108152.00	24720774.00	27274338.00	     -66.15	     -44.33	     -43.64	
 2018/07/03	 2389.36	 2395.08	 2331.84	 2388.98	       29074680	    2426.62	    2493.74	    2582.13	    2657.14	    2802.28	    2765.81	           	           	           	           	           	       0.00	29074680.00	25245690.00	24424372.00	     -71.62	     -49.79	     -43.67	
 2018/07/04	 2381.25	 2403.51	 2365.89	 2368.43	       19664476	    2409.78	    2470.75	    2565.20	    2651.57	    2797.74	    2765.07	           	           	           	           	           	       0.00	19664476.00	23693202.00	24007734.00	     -76.73	     -55.17	     -43.11	
 2018/07/05	 2370.86	 2398.56	 2352.97	 2374.36	       25268640	    2399.61	    2450.28	    2549.31	    2645.88	    2793.20	    2764.41	           	           	           	           	           	       0.00	25268640.00	24175720.00	24071358.00	     -79.39	     -60.02	     -38.74	
 2018/07/06	 2378.87	 2422.40	 2349.48	 2402.62	       24922030	    2384.15	    2432.17	    2534.68	    2639.58	    2788.78	    2763.81	           	           	           	           	           	       0.00	24922030.00	25007596.00	24597678.00	     -78.31	     -63.67	     -29.26	
 2018/07/09	 2410.52	 2471.80	 2410.52	 2471.29	       24333366	    2401.14	    2425.65	    2525.64	    2634.34	    2784.81	    2763.50	           	           	           	           	           	       0.00	24333366.00	24652638.00	24686706.00	     -71.09	     -65.16	     -11.87	
 2018/07/10	 2475.98	 2477.84	 2448.86	 2471.23	       21373460	    2417.59	    2422.10	    2516.18	    2629.70	    2780.66	    2763.24	           	           	           	           	           	       0.00	21373460.00	23112394.00	24179042.00	     -64.63	     -65.05	       0.84	
 2018/07/11	 2420.18	 2443.35	 2409.31	 2432.28	       20851900	    2430.36	    2420.07	    2503.41	    2624.80	    2775.97	    2762.93	           	           	           	           	           	       0.00	20851900.00	23349880.00	23521540.00	     -61.94	     -64.43	       4.97	
 2018/07/12	 2425.67	 2490.44	 2425.67	 2474.62	       27324092	    2450.41	    2425.01	    2493.56	    2621.63	    2771.61	    2762.64	           	           	           	           	           	       0.00	27324092.00	23760970.00	23968344.00	     -55.75	     -62.70	      13.88	
 2018/07/13	 2480.82	 2481.56	 2464.95	 2476.86	       19832100	    2465.26	    2424.71	    2483.84	    2618.99	    2767.10	    2762.33	           	           	           	           	           	       0.00	19832100.00	22742984.00	23875290.00	     -50.09	     -60.17	      20.17	
 2018/07/16	 2471.15	 2484.17	 2438.86	 2448.76	       19872462	    2460.75	    2430.94	    2472.88	    2615.57	    2762.10	    2761.95	           	           	           	           	           	       0.00	19872462.00	21850802.00	23251720.00	     -47.32	     -57.60	      20.56	
 2018/07/17	 2443.55	 2446.10	 2414.35	 2430.44	       16666433	    2452.59	    2435.09	    2464.41	    2611.37	    2756.82	    2761.47	           	           	           	           	           	       0.00	16666433.00	20909398.00	22010896.00	     -46.08	     -55.30	      18.44	
 2018/07/18	 2437.38	 2458.48	 2419.32	 2420.76	       17807464	    2450.29	    2440.32	    2455.53	    2607.59	    2751.36	    2760.87	           	           	           	           	           	       0.00	17807464.00	20300510.00	21825194.00	     -45.35	     -53.31	      15.92	
 2018/07/19	 2432.89	 2452.45	 2418.66	 2426.16	       20446054	    2440.60	    2445.50	    2447.89	    2603.61	    2745.69	    2760.31	           	           	           	           	           	       0.00	20446054.00	18924902.00	21342936.00	     -43.83	     -51.41	      15.17	
 2018/07/20	 2426.10	 2506.94	 2409.05	 2493.76	       34453472	    2443.98	    2454.62	    2443.39	    2599.79	    2740.49	    2759.88	           	           	           	           	           	       0.00	34453472.00	21849176.00	22296080.00	     -36.75	     -48.48	      23.46	
 2018/07/23	 2482.05	 2533.77	 2478.19	 2526.81	       39625664	    2459.59	    2460.17	    2442.91	    2596.86	    2735.46	    2759.50	           	           	           	           	           	       0.00	39625664.00	25799818.00	23825310.00	     -28.14	     -44.41	      32.54	
 2018/07/24	 2534.07	 2579.59	 2534.07	 2563.58	       48833416	    2486.21	    2469.40	    2445.75	    2595.15	    2730.35	    2759.23	           	           	           	           	           	       0.00	48833416.00	32233214.00	26571306.00	     -18.15	     -39.16	      42.02	
 2018/07/25	 2573.93	 2573.96	 2550.97	 2563.69	       26507280	    2514.80	    2482.54	    2451.30	    2593.65	    2725.21	    2758.99	           	           	           	           	           	       0.00	26507280.00	33973176.00	27136844.00	     -10.10	     -33.35	      46.49	
 2018/07/26	 2570.48	 2578.72	 2525.67	 2530.99	       25328432	    2535.77	    2488.18	    2456.60	    2591.62	    2719.99	    2758.48	           	           	           	           	           	       0.00	25328432.00	34949652.00	26937278.00	      -6.29	     -27.94	      43.29	
 2018/07/27	 2529.66	 2541.23	 2515.89	 2525.09	       18966728	    2542.03	    2493.00	    2458.85	    2589.31	    2714.60	    2757.92	           	           	           	           	           	       0.00	18966728.00	31852304.00	26850740.00	      -3.71	     -23.09	      38.77	
 2018/07/30	 2525.38	 2562.76	 2515.55	 2541.31	       24506256	    2544.93	    2502.26	    2466.60	    2587.56	    2709.77	    2757.53	           	           	           	           	           	       0.00	24506256.00	28828422.00	27314120.00	      -0.34	     -18.54	      36.40	
 2018/07/31	 2537.03	 2553.81	 2521.82	 2545.12	       20241928	    2541.24	    2513.73	    2474.41	    2585.24	    2705.32	    2757.09	           	           	           	           	           	       0.00	20241928.00	23110124.00	27671670.00	       2.60	     -14.31	      33.83	
 2018/08/01	 2557.61	 2570.31	 2489.13	 2490.25	       27372268	    2526.55	    2520.68	    2480.50	    2581.37	    2700.10	    2756.48	           	           	           	           	           	       0.00	27372268.00	23283122.00	28628150.00	       0.50	     -11.35	      23.70	
 2018/08/02	 2483.76	 2485.41	 2412.96	 2440.31	       29601108	    2508.42	    2522.09	    2483.80	    2576.75	    2694.25	    2755.69	           	           	           	           	           	       0.00	29601108.00	24137658.00	29543656.00	      -5.14	     -10.11	       9.94	
 2018/08/03	 2438.84	 2452.07	 2413.25	 2413.50	       21546212	    2486.10	    2514.06	    2484.34	    2571.49	    2688.12	    2754.80	           	           	           	           	           	       0.00	21546212.00	24653554.00	28252930.00	     -11.63	     -10.41	      -2.44	
 2018/08/06	 2417.30	 2448.98	 2393.68	 2406.54	       25723040	    2459.14	    2502.04	    2481.10	    2566.18	    2681.66	    2753.88	           	           	           	           	           	       0.00	25723040.00	24896912.00	26862666.00	     -17.15	     -11.76	     -10.77	
 2018/08/07	 2416.01	 2480.10	 2407.64	 2479.78	       29752110	    2446.08	    2493.66	    2481.53	    2561.62	    2676.35	    2753.25	           	           	           	           	           	       0.00	29752110.00	26798948.00	24954536.00	     -15.43	     -12.49	      -5.87	
 2018/08/08	 2476.40	 2481.84	 2443.07	 2447.00	       23590928	    2437.43	    2481.99	    2482.27	    2556.56	    2671.49	    2752.31	           	           	           	           	           	       0.00	23590928.00	26042680.00	24662900.00	     -16.52	     -13.30	      -6.44	
 2018/08/09	 2437.45	 2510.36	 2435.79	 2504.62	       26576960	    2450.29	    2479.35	    2483.77	    2553.02	    2667.82	    2751.61	           	           	           	           	           	       0.00	26576960.00	25437850.00	24787754.00	     -12.59	     -13.16	       1.13	
 2018/08/10	 2505.31	 2518.11	 2485.98	 2503.21	       19421208	    2468.23	    2477.16	    2485.08	    2549.73	    2665.26	    2751.03	           	           	           	           	           	       0.00	19421208.00	25012850.00	24833202.00	      -9.48	     -12.42	       5.88	
 2018/08/13	 2480.10	 2485.23	 2442.23	 2478.51	       22941848	    2482.62	    2470.88	    2486.57	    2545.36	    2662.54	    2750.44	           	           	           	           	           	       0.00	22941848.00	24456610.00	24676760.00	      -8.91	     -11.72	       5.62	
 2018/08/14	 2475.47	 2482.71	 2454.98	 2469.20	       17071932	    2480.51	    2463.29	    2488.51	    2540.75	    2659.34	    2749.78	           	           	           	           	           	       0.00	17071932.00	21920576.00	24359762.00	      -9.10	     -11.19	       4.19	
 2018/08/15	 2467.25	 2467.45	 2405.60	 2408.72	       19756172	    2472.85	    2455.14	    2487.91	    2535.43	    2655.48	    2748.87	           	           	           	           	           	       0.00	19756172.00	21153624.00	23598152.00	     -13.97	     -11.75	      -4.44	
 2018/08/16	 2381.01	 2430.92	 2367.05	 2405.16	       25498718	    2452.96	    2451.62	    2486.86	    2530.79	    2651.09	    2748.01	           	           	           	           	           	       0.00	25498718.00	20937976.00	23187912.00	     -17.91	     -12.98	      -9.86	
