                  上证50 (000016) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2017/05/10	 2315.56	 2337.05	 2315.56	 2324.92	       22318926	    2322.67	    2332.31	    2340.77	    2357.63	    2347.97	           	           	           	           	           	           	       0.00	22318926.00	24968970.00	23684924.00	      -9.74	      -7.51	      -4.46	
 2017/05/11	 2318.05	 2342.18	 2313.83	 2339.29	       28395440	    2325.44	    2331.79	    2338.79	    2356.96	    2348.23	           	           	           	           	           	           	       0.00	28395440.00	26494576.00	23877406.00	      -8.44	      -7.70	      -1.50	
 2017/05/12	 2336.61	 2375.64	 2335.37	 2375.45	       28906784	    2336.41	    2334.17	    2339.16	    2357.00	    2348.71	           	           	           	           	           	           	       0.00	28906784.00	26085718.00	23784676.00	      -4.45	      -7.05	       5.19	
 2017/05/15	 2380.27	 2394.52	 2378.97	 2381.75	       23412410	    2347.54	    2337.64	    2340.47	    2357.15	    2349.30	           	           	           	           	           	           	       0.00	23412410.00	23838176.00	24052548.00	      -0.77	      -5.79	      10.05	
 2017/05/16	 2376.90	 2381.73	 2362.11	 2381.32	       23892048	    2360.55	    2342.09	    2341.66	    2357.23	    2349.90	           	           	           	           	           	           	       0.00	23892048.00	25385122.00	24819922.00	       2.09	      -4.21	      12.61	
 2017/05/17	 2377.12	 2378.99	 2361.63	 2363.56	       20858224	    2368.27	    2345.47	    2342.97	    2357.24	    2350.29	           	           	           	           	           	           	       0.00	20858224.00	25092982.00	25030976.00	       2.89	      -2.79	      11.37	
 2017/05/18	 2348.87	 2361.02	 2347.38	 2354.75	       17121232	    2371.37	    2348.40	    2344.46	    2356.59	    2350.68	           	           	           	           	           	           	       0.00	17121232.00	22838140.00	24666358.00	       2.78	      -1.68	       8.92	
 2017/05/19	 2351.52	 2363.36	 2351.52	 2361.66	       14304568	    2368.61	    2352.51	    2345.76	    2356.00	    2350.91	           	           	           	           	           	           	       0.00	14304568.00	19917696.00	23001708.00	       3.22	      -0.70	       7.83	
 2017/05/22	 2359.97	 2384.16	 2358.78	 2381.55	       22780232	    2368.57	    2358.05	    2347.45	    2355.72	    2351.15	           	           	           	           	           	           	       0.00	22780232.00	19791260.00	21814718.00	       5.11	       0.46	       9.29	
 2017/05/23	 2378.74	 2412.03	 2376.64	 2411.80	       34620556	    2374.66	    2367.60	    2350.95	    2356.13	    2351.57	           	           	           	           	           	           	       0.00	34620556.00	21936962.00	23661042.00	       8.94	       2.16	      13.57	
 2017/05/24	 2402.52	 2413.42	 2382.19	 2407.57	       22774332	    2383.47	    2375.87	    2354.09	    2356.43	    2351.90	           	           	           	           	           	           	       0.00	22774332.00	22320184.00	23706582.00	      11.51	       4.03	      14.96	
 2017/05/25	 2399.36	 2476.91	 2399.27	 2473.50	       50363336	    2407.22	    2389.29	    2360.54	    2358.14	    2352.56	           	           	           	           	           	           	       0.00	50363336.00	28968604.00	25903372.00	      18.65	       6.95	      23.39	
 2017/05/26	 2467.90	 2483.75	 2462.23	 2471.21	       30989732	    2429.13	    2398.87	    2366.52	    2359.82	    2353.13	           	           	           	           	           	           	       0.00	30989732.00	32305638.00	26111668.00	      23.84	      10.33	      27.03	
 2017/05/31	 2470.94	 2502.85	 2462.26	 2479.08	       29878344	    2448.63	    2408.60	    2373.12	    2361.60	    2353.44	           	           	           	           	           	           	       0.00	29878344.00	33725260.00	26758260.00	      28.27	      13.92	      28.71	
 2017/06/01	 2476.21	 2497.69	 2465.48	 2496.45	       30766330	    2465.56	    2420.11	    2381.10	    2363.96	    2354.08	           	           	           	           	           	           	       0.00	30766330.00	32954414.00	27445688.00	      32.81	      17.70	      30.22	
 2017/06/02	 2494.37	 2499.71	 2472.65	 2475.46	       23664148	    2479.14	    2431.30	    2388.39	    2366.10	    2354.45	           	           	           	           	           	           	       0.00	23664148.00	33132378.00	27726280.00	      34.31	      21.02	      26.58	
 2017/06/05	 2468.94	 2473.36	 2442.27	 2450.35	       28735856	    2474.51	    2440.86	    2394.63	    2367.77	    2354.73	           	           	           	           	           	           	       0.00	28735856.00	28806882.00	28887744.00	      33.09	      23.43	      19.32	
 2017/06/06	 2447.04	 2466.31	 2444.19	 2466.01	       17467322	    2473.47	    2451.30	    2401.90	    2369.60	    2355.49	           	           	           	           	           	           	       0.00	17467322.00	26102400.00	29204018.00	      33.01	      25.35	      15.33	
 2017/06/07	 2468.55	 2492.98	 2464.19	 2484.03	       27138408	    2474.46	    2461.55	    2409.80	    2371.70	    2356.45	           	           	           	           	           	           	       0.00	27138408.00	25554412.00	29639836.00	      34.01	      27.08	      13.86	
 2017/06/08	 2481.16	 2508.93	 2475.74	 2507.03	       22070860	    2476.58	    2471.07	    2419.34	    2374.38	    2357.53	           	           	           	           	           	           	       0.00	22070860.00	23815318.00	28384866.00	      36.24	      28.91	      14.65	
 2017/06/09	 2506.76	 2536.99	 2504.90	 2519.27	       33773308	    2485.34	    2482.24	    2429.05	    2377.38	    2358.70	           	           	           	           	           	           	       0.00	33773308.00	25837150.00	29484764.00	      38.55	      30.84	      15.42	
 2017/06/12	 2515.58	 2545.04	 2512.14	 2521.17	       25720868	    2499.50	    2487.01	    2438.15	    2380.15	    2359.62	           	           	           	           	           	           	       0.00	25720868.00	25234154.00	27020518.00	      40.07	      32.69	      14.77	
 2017/06/13	 2517.33	 2519.15	 2499.73	 2515.14	       17487920	    2509.33	    2491.40	    2445.13	    2382.82	    2360.69	           	           	           	           	           	           	       0.00	17487920.00	25238272.00	25670336.00	      40.32	      34.21	      12.22	
 2017/06/14	 2505.06	 2505.20	 2471.62	 2477.32	       21841108	    2507.99	    2491.22	    2449.91	    2384.82	    2361.55	           	           	           	           	           	           	       0.00	21841108.00	24178812.00	24866612.00	      37.05	      34.78	       4.54	
 2017/06/15	 2474.26	 2481.80	 2453.13	 2461.97	       20702544	    2498.97	    2487.77	    2453.94	    2386.37	    2362.40	           	           	           	           	           	           	       0.00	20702544.00	23905150.00	23860234.00	      32.83	      34.39	      -3.11	
 2017/06/16	 2454.84	 2466.69	 2448.31	 2452.79	       16518044	    2485.68	    2485.51	    2458.41	    2388.13	    2363.59	           	           	           	           	           	           	       0.00	16518044.00	20454096.00	23145624.00	      28.43	      33.20	      -9.54	
 2017/06/19	 2455.03	 2486.31	 2453.35	 2484.12	       20594004	    2478.27	    2488.89	    2464.87	    2390.36	    2365.11	           	           	           	           	           	           	       0.00	20594004.00	19428724.00	22331438.00	      27.15	      31.99	      -9.68	
 2017/06/20	 2489.20	 2492.22	 2467.77	 2474.43	       17771152	    2470.13	    2489.73	    2470.51	    2392.32	    2366.63	           	           	           	           	           	           	       0.00	17771152.00	19485370.00	22361822.00	      25.06	      30.60	     -11.08	
 2017/06/21	 2487.85	 2498.19	 2468.51	 2497.25	       20354216	    2474.11	    2491.05	    2476.30	    2394.96	    2368.45	           	           	           	           	           	           	       0.00	20354216.00	19187992.00	21683402.00	      24.97	      29.48	      -9.02	
 2017/06/22	 2491.92	 2544.67	 2491.92	 2516.67	       43743944	    2485.05	    2492.01	    2481.54	    2397.78	    2370.27	           	           	           	           	           	           	       0.00	43743944.00	23796272.00	23850710.00	      26.15	      28.81	      -5.32	
 2017/06/23	 2510.71	 2530.56	 2496.66	 2529.10	       29403952	    2500.31	    2493.00	    2487.62	    2400.51	    2372.25	    2298.83	           	           	           	           	           	       0.00	29403952.00	26373454.00	23413776.00	      27.78	      28.60	      -1.65	
 2017/06/26	 2531.28	 2560.11	 2531.28	 2543.32	       39716748	    2512.15	    2495.21	    2491.11	    2403.49	    2374.46	    2300.58	           	           	           	           	           	       0.00	39716748.00	30198002.00	24813364.00	      29.87	      28.86	       2.02	
 2017/06/27	 2541.69	 2558.10	 2529.24	 2554.70	       26984712	    2528.21	    2499.17	    2495.28	    2406.80	    2376.62	    2302.42	           	           	           	           	           	       0.00	26984712.00	32040714.00	25763042.00	      32.07	      29.50	       5.15	
 2017/06/28	 2548.16	 2560.86	 2537.24	 2537.64	       28194970	    2536.29	    2505.20	    2498.21	    2409.88	    2378.71	    2304.16	           	           	           	           	           	       0.00	28194970.00	33608864.00	26398428.00	      32.07	      30.02	       4.12	
 2017/06/29	 2541.35	 2554.80	 2532.46	 2552.98	       19754376	    2543.55	    2514.30	    2501.04	    2413.32	    2381.01	    2305.95	           	           	           	           	           	       0.00	19754376.00	28810952.00	26303612.00	      32.93	      30.60	       4.67	
 2017/06/30	 2543.79	 2552.92	 2533.86	 2549.97	       18677176	    2547.72	    2524.02	    2504.76	    2416.49	    2383.30	    2307.74	           	           	           	           	           	       0.00	18677176.00	26665596.00	26519524.00	      32.99	      31.08	       3.83	
 2017/07/03	 2550.50	 2550.50	 2522.74	 2534.37	       18304212	    2545.93	    2529.04	    2508.96	    2418.99	    2385.36	    2309.41	           	           	           	           	           	       0.00	18304212.00	22383090.00	26290546.00	      31.42	      31.15	       0.54	
 2017/07/04	 2531.53	 2531.61	 2506.68	 2511.15	       23547128	    2537.22	    2532.72	    2511.22	    2421.00	    2387.06	    2311.03	           	           	           	           	           	       0.00	23547128.00	21695572.00	26868144.00	      27.97	      30.51	      -5.08	
 2017/07/05	 2508.81	 2551.41	 2507.92	 2548.10	       20607654	    2539.31	    2537.80	    2514.42	    2423.67	    2388.94	    2312.92	           	           	           	           	           	       0.00	20607654.00	20178110.00	26893488.00	      27.90	      29.99	      -4.17	
 2017/07/06	 2543.91	 2561.64	 2534.12	 2553.88	       22234624	    2539.49	    2541.52	    2516.77	    2426.58	    2390.87	    2314.75	           	           	           	           	           	       0.00	22234624.00	20674158.00	24742556.00	      27.99	      29.59	      -3.20	
 2017/07/07	 2542.91	 2546.78	 2527.55	 2543.66	       22510062	    2538.23	    2542.98	    2517.99	    2429.27	    2392.82	    2316.52	           	           	           	           	           	       0.00	22510062.00	21440736.00	24053166.00	      26.93	      29.06	      -4.26	
 2017/07/10	 2538.16	 2557.47	 2530.93	 2550.11	       25305144	    2541.38	    2543.66	    2519.43	    2432.13	    2394.75	    2318.23	           	           	           	           	           	       0.00	25305144.00	22840922.00	22612006.00	      26.30	      28.51	      -4.41	
 2017/07/11	 2543.72	 2592.06	 2543.05	 2570.59	       33968228	    2553.27	    2545.25	    2522.21	    2435.50	    2396.90	    2320.02	           	           	           	           	           	       0.00	33968228.00	24925142.00	23310358.00	      27.14	      28.23	      -2.18	
 2017/07/12	 2570.91	 2604.20	 2555.38	 2565.14	       37070596	    2556.68	    2548.00	    2526.60	    2438.99	    2399.11	    2321.77	           	           	           	           	           	       0.00	37070596.00	28217730.00	24197920.00	      27.06	      28.00	      -1.88	
 2017/07/13	 2565.59	 2601.47	 2563.22	 2600.95	       42871576	    2566.09	    2552.79	    2533.55	    2443.05	    2401.66	    2323.52	           	           	           	           	           	       0.00	42871576.00	32345122.00	26509640.00	      29.54	      28.31	       2.47	
 2017/07/14	 2600.76	 2623.32	 2593.43	 2622.98	       33653284	    2581.95	    2560.09	    2542.06	    2447.81	    2404.28	    2325.34	           	           	           	           	           	       0.00	33653284.00	34573764.00	28007250.00	      32.91	      29.23	       7.36	
 2017/07/17	 2627.37	 2663.28	 2594.42	 2631.41	       60865948	    2598.21	    2569.80	    2549.42	    2452.92	    2406.73	    2327.19	           	           	           	           	           	       0.00	60865948.00	41685928.00	32263424.00	      35.84	      30.55	      10.58	
 2017/07/18	 2619.23	 2637.53	 2596.12	 2624.31	       39435040	    2608.96	    2581.11	    2556.91	    2457.73	    2409.19	    2329.02	           	           	           	           	           	       0.00	39435040.00	42779288.00	33852216.00	      37.17	      31.87	      10.59	
 2017/07/19	 2621.11	 2661.66	 2618.37	 2657.89	       48688896	    2627.51	    2592.09	    2564.95	    2462.90	    2411.81	    2331.06	           	           	           	           	           	       0.00	48688896.00	45102948.00	36660340.00	      40.46	      33.59	      13.74	
 2017/07/20	 2653.38	 2666.04	 2643.64	 2665.45	       37580732	    2640.41	    2603.25	    2572.39	    2468.29	    2414.57	    2333.10	           	           	           	           	           	       0.00	37580732.00	44044780.00	38194952.00	      43.18	      35.51	      15.35	
 2017/07/21	 2655.23	 2661.48	 2635.00	 2639.21	       29715562	    2643.65	    2612.80	    2577.89	    2473.20	    2417.00	    2334.86	           	           	           	           	           	       0.00	29715562.00	43257236.00	38915500.00	      42.73	      36.95	      11.55	
 2017/07/24	 2636.55	 2666.65	 2632.76	 2654.38	       33056566	    2648.25	    2623.23	    2583.44	    2478.36	    2419.56	    2336.68	           	           	           	           	           	       0.00	33056566.00	37695360.00	39690644.00	      43.10	      38.18	       9.83	
 2017/07/25	 2656.48	 2667.79	 2639.61	 2643.07	       34185412	    2652.00	    2630.48	    2587.86	    2483.22	    2421.98	    2338.47	           	           	           	           	           	       0.00	34185412.00	36645432.00	39712360.00	      41.99	      38.94	       6.10	
 2017/07/26	 2642.26	 2665.15	 2617.55	 2636.20	       35447256	    2647.66	    2637.58	    2592.79	    2488.04	    2424.29	    2340.25	           	           	           	           	           	       0.00	35447256.00	33997104.00	39550028.00	      40.10	      39.17	       1.85	
 2017/07/27	 2632.00	 2638.94	 2610.58	 2636.63	       30670126	    2641.90	    2641.15	    2596.97	    2493.04	    2426.57	    2342.04	           	           	           	           	           	       0.00	30670126.00	32614984.00	38329884.00	      38.19	      38.98	      -1.57	
 2017/07/28	 2627.16	 2642.69	 2619.04	 2636.39	       21934464	    2641.33	    2642.49	    2601.29	    2498.15	    2429.04	    2343.89	           	           	           	           	           	       0.00	21934464.00	31058764.00	37158000.00	      36.25	      38.43	      -4.37	
 2017/07/31	 2633.88	 2649.29	 2626.18	 2638.12	       28647764	    2638.08	    2643.17	    2606.48	    2503.36	    2431.49	    2345.77	           	           	           	           	           	       0.00	28647764.00	30177004.00	33936180.00	      34.45	      37.64	      -6.38	
 2017/08/01	 2640.87	 2681.93	 2638.02	 2681.81	       33820508	    2645.83	    2648.92	    2615.01	    2509.38	    2434.36	    2347.79	           	           	           	           	           	       0.00	33820508.00	30104024.00	33374728.00	      36.13	      37.33	      -2.41	
 2017/08/02	 2679.34	 2696.64	 2675.20	 2680.63	       42222376	    2654.72	    2651.19	    2621.64	    2515.29	    2437.14	    2349.88	           	           	           	           	           	       0.00	42222376.00	31459048.00	32728076.00	      36.94	      37.26	      -0.63	
 2017/08/03	 2676.35	 2689.94	 2644.99	 2646.22	       31815168	    2656.63	    2649.27	    2626.26	    2520.79	    2439.57	    2351.83	           	           	           	           	           	       0.00	31815168.00	31688056.00	32151520.00	      34.41	      36.69	      -4.55	
 2017/08/04	 2644.45	 2653.81	 2627.25	 2627.80	       27959952	    2654.92	    2648.13	    2630.46	    2525.84	    2441.73	    2353.61	           	           	           	           	           	       0.00	27959952.00	32893154.00	31975960.00	      30.57	      35.46	      -9.79	
 2017/08/07	 2621.55	 2641.34	 2613.82	 2634.18	       26086108	    2654.13	    2646.10	    2634.67	    2530.75	    2443.86	    2355.45	           	           	           	           	           	       0.00	26086108.00	32380822.00	31278914.00	      27.72	      33.91	     -12.39	
 2017/08/08	 2632.04	 2639.24	 2622.26	 2635.18	       25782468	    2644.80	    2645.32	    2637.90	    2535.08	    2446.04	    2357.33	           	           	           	           	           	       0.00	25782468.00	30773214.00	30438620.00	      25.25	      32.18	     -13.87	
 2017/08/09	 2630.67	 2634.43	 2618.81	 2620.38	       24707912	    2632.75	    2643.73	    2640.66	    2539.06	    2448.11	    2359.20	           	           	           	           	           	       0.00	24707912.00	27270322.00	29364684.00	      21.84	      30.11	     -16.54	
 2017/08/10	 2617.99	 2635.35	 2590.86	 2611.34	       28171480	    2625.78	    2641.21	    2641.18	    2542.89	    2450.06	    2361.05	           	           	           	           	           	       0.00	28171480.00	26541584.00	29114820.00	      18.21	      27.73	     -19.05	
 2017/08/11	 2592.04	 2599.71	 2566.57	 2570.26	       35170960	    2614.27	    2634.59	    2638.54	    2546.33	    2451.79	    2362.74	           	           	           	           	           	       0.00	35170960.00	27983786.00	30438470.00	      11.87	      24.56	     -25.37	
 2017/08/14	 2572.30	 2598.38	 2567.60	 2591.45	       26118900	    2605.72	    2629.93	    2636.54	    2550.28	    2453.43	    2364.52	           	           	           	           	           	       0.00	26118900.00	27990344.00	30185584.00	       8.47	      21.34	     -25.75	
 2017/08/15	 2593.07	 2623.08	 2592.92	 2605.24	       27900976	    2599.73	    2622.27	    2635.59	    2554.34	    2455.17	    2366.37	           	           	           	           	           	       0.00	27900976.00	28414046.00	29593630.00	       6.80	      18.43	     -23.26	
 2017/08/16	 2601.47	 2602.10	 2586.34	 2595.00	       20351812	    2594.66	    2613.71	    2632.45	    2557.90	    2456.81	    2368.15	           	           	           	           	           	       0.00	20351812.00	27542826.00	27406574.00	       4.60	      15.67	     -22.13	
 2017/08/17	 2599.04	 2606.68	 2591.54	 2604.08	       20571104	    2593.21	    2609.49	    2629.38	    2561.10	    2458.62	    2369.93	           	           	           	           	           	       0.00	20571104.00	26022750.00	26282168.00	       3.55	      13.24	     -19.39	
 2017/08/18	 2601.88	 2621.97	 2595.86	 2613.26	       19897828	    2601.81	    2608.04	    2628.08	    2564.53	    2460.48	    2371.68	           	           	           	           	           	       0.00	19897828.00	22968124.00	25475954.00	       3.42	      11.28	     -15.72	
 2017/08/21	 2619.04	 2628.80	 2610.26	 2616.82	       19436872	    2606.88	    2606.30	    2626.20	    2566.92	    2462.53	    2373.47	           	           	           	           	           	       0.00	19436872.00	21631718.00	24811032.00	       3.56	       9.74	     -12.35	
 2017/08/22	 2624.41	 2644.20	 2620.16	 2643.50	       27118182	    2614.53	    2607.13	    2626.22	    2569.79	    2464.80	    2375.33	           	           	           	           	           	       0.00	27118182.00	21475160.00	24944602.00	       5.76	       8.94	      -6.36	
 2017/08/23	 2641.79	 2673.39	 2639.66	 2659.78	       34691792	    2627.49	    2611.07	    2627.40	    2572.80	    2467.20	    2377.08	           	           	           	           	           	       0.00	34691792.00	24343156.00	25942990.00	       8.71	       8.90	      -0.36	
 2017/08/24	 2659.65	 2675.20	 2641.83	 2646.40	       29939212	    2635.95	    2614.58	    2627.89	    2575.30	    2469.63	    2378.52	           	           	           	           	           	       0.00	29939212.00	26216778.00	26119764.00	       9.86	       9.09	       1.55	
 2017/08/25	 2645.45	 2706.70	 2645.45	 2706.24	       47493752	    2654.55	    2628.18	    2631.38	    2579.15	    2472.62	    2380.31	           	           	           	           	           	       0.00	47493752.00	31735962.00	27352044.00	      15.43	      10.36	      10.14	
 2017/08/28	 2715.47	 2766.79	 2715.47	 2736.46	       60501096	    2678.48	    2642.68	    2636.30	    2583.92	    2475.84	    2382.24	           	           	           	           	           	       0.00	60501096.00	39948808.00	30790262.00	      22.02	      12.69	      18.66	
 2017/08/29	 2734.45	 2746.10	 2726.22	 2739.13	       35262284	    2697.60	    2656.07	    2639.17	    2588.47	    2479.04	    2384.22	           	           	           	           	           	       0.00	35262284.00	41577628.00	31526394.00	      27.14	      15.58	      23.13	
 2017/08/30	 2740.00	 2762.07	 2720.66	 2728.23	       42052804	    2711.29	    2669.39	    2641.55	    2592.54	    2482.12	    2386.14	           	           	           	           	           	       0.00	42052804.00	43049828.00	33696492.00	      29.98	      18.46	      23.04	
 2017/08/31	 2729.47	 2735.43	 2701.89	 2714.63	       40182232	    2724.94	    2680.45	    2644.97	    2596.00	    2485.19	    2388.05	           	           	           	           	           	       0.00	40182232.00	45098432.00	35657604.00	      30.78	      20.92	      19.71	
 2017/09/01	 2716.05	 2734.77	 2700.16	 2710.12	       43093296	    2725.71	    2690.13	    2649.08	    2599.18	    2488.28	    2389.92	           	           	           	           	           	       0.00	43093296.00	44218344.00	37977152.00	      30.69	      22.88	      15.63	
 2017/09/04	 2703.33	 2713.73	 2691.78	 2711.35	       33196288	    2720.69	    2699.58	    2652.94	    2602.35	    2491.25	    2391.83	           	           	           	           	           	       0.00	33196288.00	38757380.00	39353092.00	      30.37	      24.38	      11.99	
 2017/09/05	 2712.76	 2738.59	 2711.17	 2729.85	       30534788	    2718.84	    2708.22	    2657.68	    2605.93	    2494.37	    2393.87	           	           	           	           	           	       0.00	30534788.00	37811880.00	39694756.00	      31.25	      25.75	      11.00	
 2017/09/06	 2721.95	 2725.24	 2703.65	 2714.33	       31137932	    2716.06	    2713.67	    2662.37	    2609.88	    2497.35	    2395.85	           	           	           	           	           	       0.00	31137932.00	35628908.00	39339368.00	      30.35	      26.67	       7.35	
 2017/09/07	 2716.13	 2717.56	 2690.88	 2691.83	       27636112	    2711.50	    2718.22	    2666.40	    2613.71	    2500.04	    2397.76	           	           	           	           	           	       0.00	27636112.00	33119684.00	39109060.00	      27.50	      26.84	       1.32	
 2017/09/08	 2692.80	 2701.57	 2681.44	 2686.69	       24471292	    2706.81	    2716.26	    2672.22	    2617.61	    2502.87	    2399.61	           	           	           	           	           	       0.00	24471292.00	29395282.00	36806812.00	      24.54	      26.38	      -3.67	
 2017/09/11	 2691.34	 2708.42	 2673.62	 2674.75	       29084100	    2699.49	    2710.09	    2676.38	    2620.78	    2505.57	    2401.37	           	           	           	           	           	       0.00	29084100.00	28572844.00	33665112.00	      20.99	      25.30	      -8.61	
 2017/09/12	 2682.25	 2695.52	 2672.28	 2692.54	       30788324	    2692.03	    2705.43	    2680.75	    2624.42	    2508.37	    2403.26	           	           	           	           	           	       0.00	30788324.00	28623552.00	33217716.00	      19.39	      24.12	      -9.45	
 2017/09/13	 2690.56	 2694.41	 2676.25	 2687.67	       21197720	    2686.70	    2701.38	    2685.38	    2627.59	    2511.28	    2405.09	           	           	           	           	           	       0.00	21197720.00	26635510.00	31132208.00	      17.53	      22.80	     -10.54	
 2017/09/14	 2688.40	 2694.77	 2666.82	 2672.84	       28586736	    2682.90	    2697.20	    2688.82	    2630.19	    2513.99	    2406.87	           	           	           	           	           	       0.00	28586736.00	26825634.00	29972658.00	      14.69	      21.18	     -12.98	
 2017/09/15	 2669.65	 2677.53	 2659.73	 2668.38	       34648980	    2679.24	    2693.02	    2691.58	    2632.52	    2516.51	    2408.61	           	           	           	           	           	       0.00	34648980.00	28861172.00	29128228.00	      11.94	      19.33	     -14.79	
 2017/09/18	 2670.20	 2694.06	 2670.20	 2674.18	       33134640	    2679.12	    2689.31	    2694.45	    2634.70	    2519.09	    2410.37	           	           	           	           	           	       0.00	33134640.00	29671280.00	29122062.00	      10.11	      17.49	     -14.75	
 2017/09/19	 2680.72	 2687.18	 2661.61	 2670.69	       30087360	    2674.75	    2683.39	    2695.80	    2636.63	    2521.71	    2412.10	           	           	           	           	           	       0.00	30087360.00	29531088.00	29077320.00	       8.28	      15.65	     -14.72	
 2017/09/20	 2667.24	 2675.21	 2661.87	 2662.63	       25367940	    2669.74	    2678.22	    2695.95	    2638.71	    2524.30	    2413.83	           	           	           	           	           	       0.00	25367940.00	30365132.00	28500320.00	       6.12	      13.74	     -15.25	
 2017/09/21	 2664.05	 2690.36	 2660.53	 2675.55	       31753452	    2670.29	    2676.59	    2697.40	    2640.76	    2527.04	    2415.74	           	           	           	           	           	       0.00	31753452.00	30998474.00	28912054.00	       5.38	      12.07	     -13.38	
 2017/09/22	 2666.67	 2686.41	 2662.84	 2679.05	       26359750	    2672.42	    2675.83	    2696.04	    2642.91	    2529.70	    2417.68	           	           	           	           	           	       0.00	26359750.00	29340628.00	29100900.00	       5.02	      10.66	     -11.28	
 2017/09/25	 2672.95	 2682.75	 2667.31	 2680.65	       31981420	    2673.71	    2676.42	    2693.25	    2645.35	    2532.17	    2419.70	           	           	           	           	           	       0.00	31981420.00	29109984.00	29390632.00	       4.81	       9.49	      -9.36	
 2017/09/26	 2673.54	 2681.23	 2673.40	 2678.99	       19283176	    2675.37	    2675.06	    2690.25	    2648.14	    2534.57	    2421.66	           	           	           	           	           	       0.00	19283176.00	26949148.00	28240118.00	       4.45	       8.48	      -8.05	
 2017/09/27	 2674.41	 2677.74	 2659.60	 2661.55	       20058636	    2675.16	    2672.45	    2686.91	    2650.03	    2536.85	    2423.56	           	           	           	           	           	       0.00	20058636.00	25887286.00	28126208.00	       2.74	       7.33	      -9.19	
 2017/09/28	 2661.54	 2663.70	 2653.46	 2661.28	       21661880	    2672.30	    2671.29	    2684.25	    2651.82	    2539.20	    2425.46	           	           	           	           	           	       0.00	21661880.00	23868972.00	27433724.00	       1.34	       6.13	      -9.59	
 2017/09/29	 2661.52	 2682.17	 2660.86	 2672.33	       20204668	    2670.96	    2671.69	    2682.36	    2653.97	    2541.62	    2427.35	           	           	           	           	           	       0.00	20204668.00	22637956.00	25989292.00	       1.11	       5.13	      -8.04	
 2017/10/09	 2736.83	 2743.36	 2688.54	 2692.08	       41489292	    2673.25	    2673.48	    2681.39	    2656.33	    2544.23	    2429.33	           	           	           	           	           	       0.00	41489292.00	24539530.00	26824758.00	       2.49	       4.60	      -4.22	
 2017/10/10	 2693.25	 2711.31	 2671.94	 2695.54	       29974728	    2676.56	    2675.97	    2679.68	    2658.42	    2546.96	    2431.44	           	           	           	           	           	       0.00	29974728.00	26677840.00	26813494.00	       3.82	       4.44	      -1.25	
 2017/10/11	 2694.50	 2717.33	 2692.77	 2707.52	       24598484	    2685.75	    2680.45	    2679.34	    2660.79	    2549.89	    2433.57	           	           	           	           	           	       0.00	24598484.00	27585810.00	26736548.00	       5.77	       4.71	       2.13	
 2017/10/12	 2706.42	 2724.83	 2702.31	 2718.35	       23922876	    2697.16	    2684.73	    2680.66	    2662.75	    2552.90	    2435.77	           	           	           	           	           	       0.00	23922876.00	28038010.00	25953492.00	       8.10	       5.39	       5.43	
 2017/10/13	 2716.00	 2722.23	 2711.95	 2713.38	       19273408	    2705.37	    2688.17	    2682.00	    2664.25	    2556.03	    2437.93	           	           	           	           	           	       0.00	19273408.00	27851758.00	25244856.00	       9.44	       6.20	       6.48	
 2017/10/16	 2719.31	 2741.10	 2715.05	 2726.64	       25575898	    2712.29	    2692.77	    2684.59	    2665.84	    2559.38	    2440.12	           	           	           	           	           	       0.00	25575898.00	24669078.00	24604304.00	      11.44	       7.25	       8.38	
 2017/10/17	 2725.20	 2734.31	 2716.40	 2723.53	       17979808	    2717.88	    2697.22	    2686.14	    2667.49	    2562.61	    2442.21	           	           	           	           	           	       0.00	17979808.00	22270094.00	24473968.00	      12.62	       8.32	       8.60	
 2017/10/18	 2725.67	 2753.92	 2723.76	 2753.01	       28260820	    2726.98	    2706.37	    2689.41	    2669.08	    2565.99	    2444.38	           	           	           	           	           	       0.00	28260820.00	23002562.00	25294186.00	      15.76	       9.81	      11.90	
 2017/10/19	 2750.64	 2756.04	 2743.13	 2756.04	       28617868	    2734.52	    2715.84	    2693.57	    2670.59	    2569.44	    2446.60	           	           	           	           	           	       0.00	28617868.00	23941560.00	25989784.00	      18.28	      11.50	      13.55	
 2017/10/20	 2744.49	 2746.23	 2733.72	 2737.64	       16098421	    2739.37	    2722.37	    2697.03	    2672.23	    2572.71	    2448.74	           	           	           	           	           	       0.00	16098421.00	23306564.00	25579160.00	      18.58	      12.92	      11.32	
 2017/10/23	 2744.32	 2747.00	 2732.63	 2734.37	       19546036	    2740.92	    2726.60	    2700.04	    2673.56	    2575.96	    2450.84	           	           	           	           	           	       0.00	19546036.00	22100590.00	23384834.00	      18.34	      14.00	       8.67	
 2017/10/24	 2732.94	 2762.59	 2730.84	 2753.65	       24870828	    2746.94	    2732.41	    2704.19	    2675.41	    2579.31	    2453.08	           	           	           	           	           	       0.00	24870828.00	23478794.00	22874444.00	      19.48	      15.10	       8.77	
